danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature,decade
0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,audio_features,1Slwb6dOYkBlWal1PGtnNg,281560,4,10s
0.665,0.759,0,-3.694,0,0.0399,0.0767,0,0.313,0.389,99.992,audio_features,2GpHJb7xGNBaIDTrBxjIu6,200787,4,10s
0.548,0.632,2,-5.569,1,0.145,0.0126,4.95E-06,0.0769,0.535,113.682,audio_features,7KdF7Zac5eC9jutk9Qret4,245800,4,10s
0.593,0.529,7,-6.036,1,0.0326,0.416,3.21E-06,0.105,0.592,92.024,audio_features,75aM5sH14TfMYSDLxrfDNW,224840,4,10s
0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,audio_features,6v3KW9xbzN5yKLt9YKDYA2,190800,4,10s
0.55,0.753,6,-4.003,0,0.0407,0.000665,7.74E-06,0.0921,0.841,139.048,audio_features,1qfYG2JrchEyJiqKnkE7YQ,189693,4,10s
0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,audio_features,6g1NlCpW7fgqDnWbCCDrHl,247427,4,10s
0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,audio_features,4evmHXcjt3bTUHD1cvny97,197867,4,10s
0.575,0.33,7,-6.557,1,0.031,0.416,0,0.0872,0.277,95.801,audio_features,6QfS2wq5sSC1xAJCQsTSlj,217213,4,10s
0.536,0.396,10,-11.767,1,0.0356,0.716,2.39E-05,0.077,0.249,152.01,audio_features,6k1I9gABiasGZiWWAosAEb,275440,4,10s
0.408,0.925,5,-4.88,1,0.0533,0.00877,0.000454,0.12,0.361,126.405,audio_features,60CirPlTOEWOUBus7HxV3B,206187,4,10s
0.755,0.901,9,-3.152,1,0.0893,0.0451,0.0373,0.363,0.959,145.042,audio_features,1i1OuCNhNf7JwrlWlFZFu1,310573,4,10s
0.729,0.546,7,-9.305,1,0.0285,0.547,0.00287,0.0651,0.406,119.941,audio_features,0j2WBxWZnWti5TpSxjJvPb,212627,4,10s
0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,audio_features,6QgjcU0zLnzq5OrUoSZ3OK,163253,4,10s
0.714,0.451,5,-8.268,1,0.0276,0.0883,0,0.108,0.406,127.787,audio_features,7GJClzimvMSghjcrKxuf1M,200720,4,10s
0.507,0.729,11,-5.399,0,0.0393,0.0182,1.40E-06,0.0658,0.272,105.013,audio_features,6M9DkAAuh4ibDchrc8GBAn,243960,4,10s
0.854,0.463,5,-6.159,1,0.137,0.117,0,0.354,0.549,120.024,audio_features,0b9oOr2ZgvyQu88wzixux9,225773,4,10s
0.449,0.92,11,-4.982,1,0.0737,0.0021,0.0167,0.334,0.0772,122.984,audio_features,6f49kbOuQSOsStBpyGvQfA,223773,4,10s
0.682,0.471,0,-9.182,1,0.0301,0.765,0,0.0908,0.421,79.907,audio_features,1K3LRUEcUz5FMtPYyg0F45,163133,4,10s
0.526,0.719,3,-4.472,1,0.0281,0.435,0,0.32,0.467,103.849,audio_features,7vjjfdum71w8bbkNSQdnDL,196627,4,10s
0.794,0.811,6,-8.966,0,0.038,0.0426,1.07E-06,0.101,0.862,116.047,audio_features,2Foc5Q5nqNiosCNqttzHof,248413,4,10s
0.486,0.769,1,-5.14,1,0.0341,0.0119,0.00832,0.197,0.393,131.286,audio_features,1PuLHwFZoh5qYK89I5YBdZ,276720,4,10s
0.431,0.739,9,-6.994,1,0.0387,0.00152,0.00249,0.0931,0.329,118.025,audio_features,3ViG53I02hn2DmNybJXZ1h,242416,4,10s
0.736,0.795,1,-3.299,0,0.0545,0.498,1.21E-06,0.254,0.511,104.066,audio_features,6gpcs5eMhJwax4mIfKDYQk,230813,4,10s
0.79,0.705,0,-4.684,0,0.0383,0.0807,4.81E-05,0.251,0.501,121.969,audio_features,4AOpEhqA7zHxQjkHmRrAp7,195561,4,10s
0.885,0.581,11,-8.813,1,0.0378,0.427,0.000204,0.0759,0.728,114.016,audio_features,6vECYJHxYmm3Ydt3fF01pE,313684,4,10s
0.457,0.757,1,-5.177,1,0.032,0.0206,0,0.146,0.417,102.961,audio_features,2ihCaVdNZmnHZWt0fvAM7B,266600,4,10s
0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,audio_features,69uxyAqqPIsUyTO8txoP2M,263787,4,10s
0.727,0.731,10,-5.359,0,0.0294,0.132,0.139,0.157,0.964,127.98,audio_features,52z0MmFwjQZAmXgIYL2hHj,233280,4,10s
0.661,0.651,7,-3.771,0,0.0499,0.117,1.32E-05,0.056,0.368,87.46,audio_features,1ixphys4A3NEXp6MDScfih,202915,4,10s
0.484,0.731,1,-6.694,1,0.0379,0.431,0,0.151,0.51,101.654,audio_features,7yq4Qj7cqayVTp3FF9CWbm,204280,4,10s
0.893,0.745,11,-3.105,0,0.0571,0.0642,0,0.0943,0.872,101.018,audio_features,5bcTCxgc7xVfSaMV3RuVke,223413,4,10s
0.715,0.715,5,-7.364,1,0.0904,0.0526,0,0.0936,0.506,134.923,audio_features,7tmtOEDxPN7CWaQWBsG1DY,238747,4,10s
0.688,0.532,6,-8.361,0,0.0875,0.0356,3.08E-06,0.172,0.565,164.068,audio_features,3KZcrZ36LW9RnChK1iIkth,223079,4,10s
0.503,0.727,1,-5.456,1,0.167,0.0159,9.45E-05,0.0895,0.521,121.985,audio_features,51ODNNDZm21HU7wI7cccRr,255632,4,10s
0.674,0.428,7,-9.504,1,0.122,0.121,0,0.132,0.337,84.878,audio_features,2dLLR6qlu5UJ5gk0dKz0h3,190185,4,10s
0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,audio_features,5b88tNINg4Q4nrRbrCXUmg,232720,4,10s
0.6,0.688,5,-8.339,0,0.201,0.159,1.29E-05,0.409,0.0793,99.977,audio_features,63SevszngYpZOwf63o61K4,156600,4,10s
0.664,0.799,7,-5.121,0,0.0368,0.0932,0.000108,0.105,0.35,94.991,audio_features,3vjQt1znaFEnX3PBXsgtVc,196747,4,10s
0.649,0.814,0,-5.688,1,0.0295,0.00219,0,0.0885,0.435,123.015,audio_features,66tp0via6Y611lKmaLGHG1,227493,4,10s
0.773,0.414,6,-7.436,0,0.0961,0.00411,3.40E-05,0.0733,0.289,99.993,audio_features,6jdOi5U5LBzQrc4c1VT983,227880,4,10s
0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934,audio_features,24LS4lQShWyixJ0ZrJXfJ5,212560,4,10s
0.865,0.521,0,-6.932,1,0.0371,0.548,0.000115,0.0989,0.748,129.059,audio_features,1qDrWA6lyx8cLECdZE7TV7,244885,4,10s
0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93E-06,0.0759,0.843,119.993,audio_features,0n4bITAu0Y0nigrz3MFJMb,263827,4,10s
0.612,0.921,7,-2.879,1,0.0848,0.0183,0,0.0576,0.453,139.986,audio_features,70eDxAyAraNTiD6lx2ZEnH,202173,4,10s
0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,audio_features,6WhzFzROw3aq3rPWjgYlxr,225882,5,10s
0.445,0.537,4,-8.532,0,0.04,0.695,1.60E-05,0.0944,0.131,122.764,audio_features,3JvKfv6T31zO0ini8iNItO,244360,4,10s
0.682,0.653,8,-6.062,1,0.339,0.13,0.00116,0.129,0.428,188.115,audio_features,44ZJ4hLD5onikKsVLQaILr,196267,4,10s
0.773,0.819,0,-5.946,0,0.118,0.426,0,0.0679,0.585,92.99,audio_features,5GXAXm5YOmYT0kL5jHvYBt,269187,4,10s
0.587,0.828,11,-5.108,1,0.161,0.00327,0,0.331,0.494,123.907,audio_features,30XU4suKzCeoCK9YFzdufg,260253,4,10s
0.589,0.613,0,-5.034,1,0.0327,0.568,0,0.0675,0.19,114.853,audio_features,6ksRossV4vKsXntCCZbhaM,181867,4,10s
0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,audio_features,1gihuPhrLraKYrJMAEONyc,206413,4,10s
0.488,0.487,4,-6.371,1,0.0307,0.577,0,0.193,0.217,77.344,audio_features,7jDe24vXWUNX8Jl2hZHrIS,230267,4,10s
0.69,0.834,0,-5.79,1,0.0566,0.129,0,0.136,0.738,127.43,audio_features,4ycLiPVzE5KamivXrAzGFG,222933,4,10s
0.583,0.768,9,-6.477,1,0.041,0.000323,0.0162,0.109,0.357,127.952,audio_features,57F80059mWaWFvWG3tBTbO,320547,4,10s
0.672,0.735,5,-4.733,1,0.0457,0.286,0,0.242,0.754,115.741,audio_features,4ofwffwvvnbSkrMSCKQDaC,201287,4,10s
0.669,0.747,6,-7.108,1,0.0428,0.141,0,0.185,0.483,122.531,audio_features,3853uIOwh2L9F8TkDd1F49,242440,4,10s
0.209,0.412,0,-9.733,1,0.0443,0.172,0.15,0.0843,0.162,86.26,audio_features,2PwXOevGUSkU8qaYZjgLq2,305747,3,10s
0.415,0.775,5,-6.366,0,0.161,0.0658,0.00431,0.0843,0.536,127.86,audio_features,7mdNKXxia7AeSuJqjjA2rb,225881,4,10s
0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75E-05,0.0927,0.392,107.938,audio_features,6t6oULCRS6hnI7rm0h5gwl,277040,4,10s
0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34E-06,0.134,0.591,120.011,audio_features,235LXPXfi0SmOaS9TaCh3c,227741,4,10s
0.69,0.578,6,-7.436,1,0.0929,0.167,0,0.305,0.416,99.961,audio_features,3G6hD9B2ZHOsgf4WfNu7X1,193059,4,10s
0.592,0.28,4,-5.494,1,0.0283,0.889,0,0.124,0.348,141.899,audio_features,6HbI4e2Y2f6HYVV6r04M4W,271800,4,10s
0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,audio_features,3vv9phIu6Y1vX3jcqaGz5Z,226739,4,10s
0.582,0.272,2,-5.662,1,0.0501,0.875,0,0.13,0.354,205.846,audio_features,78TTtXnFQPzwqlbtbwqN0y,188238,4,10s
0.811,0.879,9,-3.724,1,0.0514,0.0476,1.91E-06,0.109,0.962,134.064,audio_features,0ifSeVGUr7py5GggttDhXw,188754,4,10s
0.667,0.83,0,-5.715,1,0.0749,0.0123,0,0.191,0.701,113.03,audio_features,6JV2JOEocMgcZxYSZelKcc,236002,4,10s
0.73,0.77,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,audio_features,1eq1wUnLVLg4pdEfx9kajC,228093,4,10s
0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21E-06,0.12,0.786,130.027,audio_features,13P5rwmk2EsoFRIz9UCeh9,237627,4,10s
0.51,0.305,0,-9.132,1,0.0317,0.219,0.000456,0.118,0.162,126.075,audio_features,0WeCJh7UNwcHGXWzwcprCn,154435,5,10s
0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,audio_features,1fzJyTCKeZuTSLByCsLRHl,192790,5,10s
0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91E-06,0.325,0.486,123.07,audio_features,5N5k9nd479b1xpDZ4usjrg,213309,4,10s
0.377,0.595,3,-5.936,1,0.0489,0.303,0,0.095,0.264,144.464,audio_features,7ilS0BPWS8ek2P2GaxH3cP,290900,4,10s
0.648,0.736,8,-7.948,1,0.0385,0.0444,0.000137,0.171,0.378,103.027,audio_features,2FiSTH0GYpIioUgjfzMIja,239465,4,10s
0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,2Fxmhks0bxGSBdJ92vM42m,194088,4,10s
0.763,0.875,9,-5.797,0,0.0262,0.024,5.41E-06,0.599,0.8,123.013,audio_features,5fnA9mkIfScSqHIpeDyvck,189413,4,10s
0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15E-05,0.0344,0.928,114.988,audio_features,32OlwWuMpZ6b0aN2RZOeMS,269667,4,10s
0.597,0.919,7,-2.954,1,0.044,0.000145,0,0.282,0.73,113.987,audio_features,6LS6pltO7YBgjwNVhxMwtp,255587,4,10s
0.571,0.815,6,-3.267,1,0.0321,0.0608,0,0.163,0.664,120.008,audio_features,7mvgT1SYL3ka3LBJOuA1k9,211460,4,10s
0.378,0.638,10,-5.576,1,0.075,0.02,7.66E-05,0.0849,0.735,184.086,audio_features,5rgy6ghBq1eRApCkeUdJXf,250627,4,10s
0.576,0.876,1,-3.82,1,0.0641,0.00651,1.25E-06,0.271,0.613,128.04,audio_features,79m3gsQ2Ab1bhADmew8N2L,198720,4,10s
0.791,0.754,0,-3.729,1,0.0569,0.00446,0,0.163,0.425,125.014,audio_features,6tS3XVuOyu10897O3ae7bi,234653,4,10s
0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,audio_features,5Hroj5K7vLpIG4FNCRIjbP,194240,4,10s
0.811,0.499,5,-7.161,0,0.118,0.0147,2.44E-06,0.342,0.466,111.016,audio_features,3CJvmtWw2bJsudbAC5uCQk,200680,4,10s
0.507,0.923,0,-5.581,1,0.173,0.0818,4.63E-06,0.0951,0.768,99.252,audio_features,4eLSCSELtKxZwXnFbNLXT5,189840,4,10s
0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,audio_features,0FDzzruyVECATHXKHFs9eJ,267867,4,10s
0.68,0.84,9,-3.823,1,0.0415,0.0457,8.38E-06,0.143,0.468,104.985,audio_features,4XPWKmy05Rcff6TLHNoNF8,213213,4,10s
0.566,0.664,4,-5.303,0,0.0464,0.634,0,0.116,0.437,128.945,audio_features,3dYD57lRAUcMHufyqn9GcI,241688,4,10s
0.563,0.864,4,-4.066,0,0.0386,0.0585,0,0.419,0.439,119.964,audio_features,6pIZ0u32c2Lku8PmCWtnMy,213424,4,10s
0.799,0.586,11,-6.735,1,0.0377,0.162,2.03E-06,0.193,0.549,120.97,audio_features,3s4U7OHV7gnj42VV72eSZ6,227833,4,10s
0.791,0.862,9,-3.24,0,0.11,0.037,2.19E-05,0.0814,0.592,123.994,audio_features,7ef4DlsgrMEH11cDZd32M6,214847,4,10s
0.755,0.74,1,-4.951,1,0.0407,0.0225,0.00139,0.124,0.609,127.98,audio_features,14fmbvjYLqRZEXz1VZdM2M,215760,4,10s
0.567,0.813,1,-5.744,0,0.0581,0.0138,9.03E-06,0.125,0.114,126.044,audio_features,6D5pfooPP6hi99RaXjkDsP,214912,4,10s
0.825,0.435,1,-9.582,1,0.0568,0.452,0.609,0.0953,0.243,119.038,audio_features,0ZR9NFol0hcgLSVJoQmREl,259102,4,10s
0.558,0.522,2,-5.857,1,0.036,0.228,0,0.104,0.228,83.977,audio_features,2EcsgXlxz99UMDSPg5T8RF,271813,4,10s
0.642,0.289,9,-9.918,1,0.0367,0.669,0,0.18,0.407,84.996,audio_features,1VdZ0vKfR5jneCmWIUAMxK,258373,4,10s
0.624,0.819,5,-4.697,1,0.0416,0.00575,0.000105,0.256,0.545,122.064,audio_features,7tRfXqwVVTVJ9okC2AxkLe,204773,4,10s
0.656,0.884,2,-4.748,1,0.0372,0.0162,0,0.144,0.86,105.009,audio_features,7MXlTgQeo3IVlMpLnZuhxc,240307,4,10s
0.681,0.627,7,-5.456,0,0.0403,0.499,1.25E-06,0.123,0.494,99.908,audio_features,7jfiiktFwSM2YWTTnCFtWL,164093,4,10s
0.393,0.633,9,-4.769,1,0.0275,0.0339,0,0.104,0.382,174.022,audio_features,49kjlZP49LMD1MrrcvXDET,252440,4,10s
