danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature,decade
0.694,0.881,1,-4.053,0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,audio_features,2UVLuddklEVak5PXgC7baA,231787,4,90s
0.762,0.403,11,-10.423,0,0.158,0.0396,0.0113,0.256,0.346,80.476,audio_features,0tNuJpBgtE65diL6Q8Q7fI,226133,4,90s
0.654,0.611,2,-10.45,1,0.119,0.0337,0.000178,0.405,0.786,85.387,audio_features,5PntSbMHC1ud6Vvl8x56qd,235000,4,90s
0.631,0.638,7,-8.958,1,0.0274,0.4,0.000516,0.216,0.812,133.739,audio_features,1300POeOaj8qho30FRHjgf,305493,4,90s
0.679,0.568,6,-10.74,1,0.0423,0.422,0.00928,0.322,0.93,159.69,audio_features,6VnpKLtfNH4Dk09YSGPSyR,242640,4,90s
0.624,0.879,1,-6.663,1,0.0488,0.0352,0.575,0.127,0.526,109.73,audio_features,33EWQl3SDMyCyloqA6A3B6,225973,4,90s
0.843,0.508,10,-13.918,1,0.221,0.00852,2.10E-06,0.648,0.704,91.094,audio_features,1nSUJWYRqsafI8Bh1X0ypp,298773,4,90s
0.592,0.835,7,-8.475,1,0.032,0.0393,0.209,0.665,0.703,114.436,audio_features,0j5FJJOmmnXPd0XajFWkMF,308427,4,90s
0.619,0.781,5,-7.455,0,0.0393,0.0243,0.000286,0.402,0.533,126.267,audio_features,6XOINCZBv8Q7RXgNNiTwIN,236583,4,90s
0.644,0.599,9,-7.936,1,0.029,0.0443,0,0.286,0.941,111.829,audio_features,1eRqy8jW4ZLMJR6dl3xsgI,193893,4,90s
0.36,0.505,7,-9.129,1,0.026,0.0626,9.22E-05,0.172,0.317,74.807,audio_features,3SVAN3BRByDmHOhKyIDxfC,264067,4,90s
0.651,0.946,6,-4.717,1,0.101,0.13,0,0.148,0.508,91.911,audio_features,0dCr3qIupWh36ilLjRHi4P,228333,4,90s
0.677,0.852,5,-10.856,1,0.045,0.225,3.95E-05,0.0595,0.93,91.691,audio_features,3tyTt5pEWblt96j1HsXiV5,390862,4,90s
0.789,0.412,7,-7.518,1,0.243,0.0218,0.000312,0.3,0.518,89.914,audio_features,6jUyYHDikmw9WltPojSR37,241760,4,90s
0.277,0.67,6,-9.381,1,0.0376,6.28E-05,0.751,0.237,0.217,148.342,audio_features,7bu0znpSbTks0O6I98ij0W,254627,4,90s
0.556,0.92,8,-4.606,1,0.0367,0.00271,0.00021,0.117,0.771,121.138,audio_features,0gOyllwzM7IvfuYZ903zNv,159227,4,90s
0.565,0.902,7,-7.579,0,0.0725,0.0132,0,0.0561,0.544,133.11,audio_features,2aC8wwfrM0YeTAzzk8hxqC,273573,4,90s
0.693,0.875,7,-8.354,0,0.0315,0.00971,0,0.0601,0.901,120.048,audio_features,5CeL9C3bsoe4yzYS1Qz8cw,259387,4,90s
0.535,0.505,2,-8.926,0,0.245,0.0393,0,0.0923,0.495,99.935,audio_features,2bZfoRmADhlF5gMCSZ4pDS,320267,4,90s
0.665,0.292,9,-18.086,1,0.0294,0.686,0.0128,0.0679,0.345,112.331,audio_features,57MbOuT7s2ES3IW9KuZQzI,287507,4,90s
0.643,0.614,2,-12.878,1,0.0279,0.25,7.17E-06,0.214,0.891,93.982,audio_features,6tXnRSvuNgOq4QcxpIN54r,224467,4,90s
0.534,0.605,0,-7.096,1,0.0352,0.0941,4.35E-05,0.198,0.558,142.24,audio_features,4AOuWMwBYlZ96c07ye2w27,183160,4,90s
0.686,0.936,11,-3.923,1,0.0571,0.22,0,0.0964,0.942,125.665,audio_features,29capylmokCeuNAWqGitij,243667,4,90s
0.439,0.434,7,-14.918,1,0.0265,0.0783,4.87E-05,0.14,0.204,94.845,audio_features,0gEyKnHvgkrkBM6fbeHdwK,274707,4,90s
0.633,0.921,11,-7.719,0,0.0495,0.0261,0.00102,0.309,0.925,119.865,audio_features,3nrVwwePAYIRzUNH9ig6mO,244147,4,90s
0.621,0.901,2,-5.396,1,0.0302,0.17,0,0.0875,0.744,113.967,audio_features,1Cwsd5xI8CajJz795oy4XF,300773,4,90s
0.784,0.675,0,-7.718,1,0.049,0.261,1.40E-06,0.293,0.854,124.908,audio_features,6RT3PxDEQOa7m6tK502DNa,224053,4,90s
0.301,0.864,2,-2.255,1,0.0376,0.191,0.00302,0.362,0.112,150.343,audio_features,4pl3KL59qGPUUeNeYwPrOn,450373,4,90s
0.539,0.981,8,-5.012,0,0.041,0.0594,0,0.381,0.853,99.093,audio_features,40B86SINGhkk1T0kZ47JsX,230867,4,90s
0.618,0.893,6,-6.475,1,0.109,0.171,3.17E-05,0.285,0.515,91.972,audio_features,2Bxt2qamL6iu0XN0Td484J,340907,4,90s
0.815,0.605,5,-9.118,0,0.0368,0.033,0.684,0.114,0.795,102.643,audio_features,4ACxa9buEUnOdYEoPcnMpi,259893,4,90s
0.75,0.562,0,-8.45,1,0.0281,0.215,1.10E-06,0.105,0.807,115.008,audio_features,4CcSw8wQAHYf4XNckayPoc,253296,4,90s
0.51,0.389,2,-14.317,0,0.0384,0.286,0.000398,0.644,0.621,94.04,audio_features,4fvTMIZhXaaLokgmo4uMqF,260440,4,90s
0.637,0.739,7,-7.704,1,0.0346,0.000216,0.00188,0.0339,0.95,127.702,audio_features,2C1LBnSUybZIGRJUkSK2GC,215987,4,90s
0.593,0.642,2,-7.284,1,0.0299,0.313,0.000582,0.0804,0.736,76.403,audio_features,6rvYf9JxdVpMdIiEbsbsBL,239440,4,90s
0.452,0.909,9,-3.977,1,0.0366,0.0313,0.0603,0.23,0.805,124.623,audio_features,1v2zyAJrChw5JnfafSkwkJ,225787,4,90s
0.732,0.681,11,-7.103,0,0.0317,0.00145,0.00112,0.11,0.699,103.72,audio_features,2oHmRO0X4gW4VlCJRcZzez,215760,4,90s
0.35,0.828,6,-5.373,1,0.041,0.000217,0.000161,0.0774,0.147,105.435,audio_features,2EoOZnxNgtmZaD8uUmz2nD,318587,4,90s
0.417,0.849,1,-4.199,0,0.0481,0.0146,0.000387,0.0673,0.594,94.267,audio_features,3VEFybccRTeWSZRkJxDuNR,171693,4,90s
0.527,0.418,4,-10.205,0,0.0277,0.142,0.781,0.139,0.217,129.517,audio_features,7A8caPxvrT8ZgLvQPPUCcj,196905,4,90s
0.719,0.556,9,-8.77,1,0.0248,0.477,0.00511,0.0935,0.511,96.9,audio_features,5EVIK1ZxQF78Ryq4hiWj0F,234813,4,90s
0.731,0.683,0,-8.045,1,0.0294,0.447,4.67E-06,0.117,0.963,129.062,audio_features,4BuS4mWBsaVyBpOaoFEWfZ,221640,4,90s
0.734,0.864,2,-6.119,1,0.303,0.022,9.85E-06,0.246,0.47,105.932,audio_features,5fpizYGbi5IQoEraj6FP0R,231493,4,90s
0.541,0.692,7,-7.056,1,0.0278,0.0409,0.000178,0.108,0.303,95.446,audio_features,0lfPPoWG4b3OmhieJ2YDF0,324840,4,90s
0.554,0.932,3,-6.194,1,0.0314,0.000497,0.455,0.0614,0.703,127.209,audio_features,0vVchT7htyhheP8anAnLMR,273827,4,90s
0.506,0.554,10,-6.743,0,0.0339,0.339,0.000355,0.112,0.375,124.724,audio_features,4zzvMG8KrsykYtvFEJ99Cl,186960,4,90s
0.529,0.654,4,-10.04,1,0.0367,0.218,0.00233,0.102,0.485,101.258,audio_features,0cU7itQsrmLK0nggvYc8jM,316333,4,90s
0.617,0.721,11,-6.889,1,0.0305,0.00548,0.000637,0.0645,0.765,119.961,audio_features,7fI96JHMnvd3Ft70Zzv74G,258533,4,90s
0.761,0.775,3,-7.495,0,0.0339,0.00698,0.000543,0.0512,0.966,123.017,audio_features,53qhh1kdcX4gRBShoW4LK8,278000,4,90s
0.339,0.143,0,-10.78,1,0.0317,0.921,0.000636,0.372,0.0948,101.213,audio_features,74X1epeRufHckhuX1KFD04,413320,3,90s
0.641,0.914,2,-4.798,1,0.05,0.0799,6.54E-05,0.132,0.723,107.996,audio_features,36bOT34EdRNrNhCWMwNJKu,208400,4,90s
0.542,0.54,3,-8.888,0,0.0261,0.0901,0.0346,0.198,0.33,136.022,audio_features,1eOCyaSRBdFGofbLYjgGM2,270400,4,90s
0.735,0.974,6,-4.636,1,0.0318,0.43,0,0.145,0.967,123.29,audio_features,0EQknhinIfbJ12hwMGjOY5,205961,4,90s
0.563,0.806,2,-6.826,1,0.0496,0.281,1.49E-05,0.363,0.42,95.188,audio_features,0RmEn2jcbyrLV4em3bnDZJ,323400,4,90s
0.753,0.471,0,-10.48,1,0.0317,0.0805,0.0299,0.131,0.778,96.038,audio_features,6l4TNbfPtNAOOlGIfceSaO,346133,4,90s
0.663,0.838,0,-5.744,0,0.0286,0.2,0.000177,0.0782,0.752,112.788,audio_features,6WK9dVrRABMkUXFLNlgWFh,255133,4,90s
0.222,0.81,0,-6.189,1,0.0399,0.000188,0.0181,0.084,0.266,96.302,audio_features,2VmyLy2HQlkevZYboXHM5O,290960,4,90s
0.491,0.942,7,-5.333,1,0.132,0.156,0,0.367,0.387,100.446,audio_features,37EJtTS7jT5WUyXGZzrwnI,191507,4,90s
0.673,0.772,1,-5.246,0,0.0427,0.0223,1.23E-06,0.141,0.585,90.356,audio_features,6cJqlSO19vsfCsH1FeFI35,183200,4,90s
0.58,0.782,5,-7.085,0,0.0338,0.000133,0.00115,0.31,0.496,143.475,audio_features,0Ssq7X1zG3iUqTDEKPaT1J,217133,4,90s
0.389,0.889,9,-6.546,1,0.0442,0.0415,0,0.463,0.524,171.121,audio_features,5yEPxDjbbzUzyauGtnmVEC,358427,4,90s
0.499,0.873,6,-3.902,1,0.0386,0.00468,0,0.165,0.864,142.726,audio_features,2JdzB67NvIa90K4gEZPLeX,134200,4,90s
0.672,0.828,5,-6.093,1,0.0641,0.143,0.38,0.1,0.54,97.655,audio_features,0hVbUk56Af8wYPUfe3OYNy,266541,4,90s
0.689,0.333,3,-13.288,1,0.0262,0.163,3.36E-05,0.0853,0.284,101.988,audio_features,0L0T4tMAaGqLgIVj1MOj9t,336667,4,90s
0.256,0.464,5,-10.959,1,0.0382,0.433,0,0.121,0.355,205.362,audio_features,0gLQ6jhJsyYfl7PrD1RZ7X,209293,3,90s
0.472,0.652,1,-10.171,0,0.0305,0.0131,1.12E-05,0.14,0.401,140.124,audio_features,0wokCRaKD0zPNhMRXAgVsr,340200,4,90s
0.726,0.679,1,-6.219,1,0.0473,0.0149,1.49E-06,0.0837,0.751,107.02,audio_features,1yTQ39my3MoNROlFw3RDNy,235973,4,90s
0.578,0.817,0,-6.542,1,0.0363,0.183,3.06E-06,0.285,0.726,141.621,audio_features,5DiXcVovI0FcY2s0icWWUu,272293,4,90s
0.811,0.458,5,-9.688,0,0.0402,0.0193,1.41E-06,0.0526,0.797,92.94,audio_features,1aWV3uY3SIEZVbmv45oFWS,268533,4,90s
0.669,0.727,7,-7.588,1,0.0353,0.139,0,0.123,0.807,102.322,audio_features,6xkryXuiZU360Lngd4sx13,243493,4,90s
0.677,0.484,9,-10.506,0,0.0324,0.077,4.75E-05,0.135,0.697,123.534,audio_features,79WrmdVsLbwRTUCiH7cPsa,247200,4,90s
0.701,0.539,2,-8.968,1,0.0277,0.000655,0.005,0.0589,0.752,107.531,audio_features,0z1b34WikhOH9ZxU8QDWcv,312627,4,90s
0.737,0.88,6,-6.449,1,0.0433,0.00379,0.00351,0.417,0.329,115.998,audio_features,27QvYgBk0CHOVHthWnkuWt,316813,4,90s
0.633,0.841,4,-5.932,1,0.0702,0.2,0,0.396,0.803,95.888,audio_features,4MIB4aXVS0M0KNVcbQlyOP,233867,4,90s
0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,audio_features,1L94M3KIu7QluZe63g64rv,340907,4,90s
0.432,0.551,0,-8.096,1,0.0289,0.501,1.77E-06,0.472,0.253,136.465,audio_features,0q90594hk25yo0xZmBTqCd,346960,4,90s
0.349,0.913,0,-3.603,1,0.0691,0.0303,8.06E-06,0.12,0.225,164.005,audio_features,698mT3CTx8JEnp7twwJrGG,287827,4,90s
0.615,0.72,9,-5.16,0,0.0658,0.068,0.0105,0.0889,0.696,94.002,audio_features,7tUEDtHchueeUJTfEFEhii,226947,4,90s
0.714,0.868,5,-4.596,0,0.0363,0.0551,0,0.0987,0.78,95.05,audio_features,5zF2zGPkL6Ipsn9AfAK6RP,206200,4,00s
0.672,0.857,0,-4.915,1,0.038,0.0128,0.0009,0.16,0.685,138.153,audio_features,2f14Vwn28w1soYnolluueL,278720,4,00s
0.821,0.741,1,-4.57,0,0.0313,0.0278,2.51E-05,0.19,0.741,118.984,audio_features,5vQXxfGn1bjv5WESrYVVpw,244440,4,00s
0.757,0.957,8,-4.617,1,0.106,0.209,2.29E-05,0.0624,0.933,153.944,audio_features,0LAfANg75hYiV1IAEP3vY6,271907,4,00s
0.778,0.824,10,-5.892,0,0.0712,0.284,0,0.405,0.756,100.024,audio_features,3ZFTkvIE7kyPt6Nu3PEa7V,218093,4,00s
0.895,0.795,2,-4.693,1,0.0977,0.0219,0,0.0403,0.574,105.004,audio_features,2PkeVPcL32LA96cK5ySC3c,250067,4,00s
0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,audio_features,4TsmezEQVSZNNPv5RJ65Ov,246960,4,00s
0.71,0.484,2,-7.415,1,0.049,0.22,3.93E-06,0.0879,0.576,109.95,audio_features,49CP2usyaN98EdtrOWXnal,183667,4,00s
0.441,0.684,9,-7.495,0,0.031,0.374,0.000848,0.108,0.971,199.001,audio_features,6ebxt3Iylxe0GcEuUGlIvb,141000,4,00s
0.743,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96,audio_features,4vp2J1l5RD4gMZwGFLfRAu,289133,4,00s
0.643,0.871,1,-2.734,0,0.118,0.491,0,0.29,0.452,121.569,audio_features,6yLX8QnxlnEqZfs3YKCfjF,185187,4,00s
0.544,0.903,9,-5.651,1,0.0545,0.00166,0.00632,0.1,0.432,153.629,audio_features,395C2pn0PdOYPzM4B1jLoO,204587,4,00s
0.551,0.821,2,-4.489,1,0.0539,0.0102,0.0438,0.153,0.842,174.923,audio_features,5dKBaysNJtfpyNTRa5lqDb,137760,4,00s
0.751,0.834,1,-5.444,0,0.0437,0.3,1.77E-05,0.355,0.894,95.053,audio_features,6naxalmIoLFWR0siv8dnQQ,211160,4,00s
0.624,0.91,0,-5.703,1,0.0297,0.0285,0.000198,0.0789,0.767,104.042,audio_features,7kzKAuUzOITUauHAhoMoxA,193051,4,00s
0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23E-06,0.109,0.417,138.015,audio_features,1mea3bSkSGXuIRvnydlB5b,242373,4,00s
0.531,0.805,2,-7.127,1,0.0433,0.0783,0.0926,0.116,0.349,129.107,audio_features,6IIjmqaDdO6vdEBasXsCve,234680,4,00s
0.699,0.76,5,-3.173,1,0.0677,0.00223,0,0.132,0.696,129.996,audio_features,14iN3o8ptQ8cFVZTEmyQRV,179640,4,00s
0.763,0.807,1,-3.714,1,0.035,0.0714,0.28,0.348,0.559,103.038,audio_features,3FtYbEfBqAlGO46NUDQSAt,229640,3,00s
0.484,0.293,0,-16.544,1,0.0311,0.337,0.00627,0.146,0.562,165.008,audio_features,3uliGwmB52ZA7brgpZMzyH,155413,4,00s
0.763,0.721,1,-6.767,0,0.0986,0.0117,7.69E-06,0.0752,0.657,118.049,audio_features,4XTTwW06rMgud7yS1nySZf,263880,4,00s
0.463,0.836,2,-2.776,0,0.0381,0.000418,7.38E-06,0.25,0.713,141.955,audio_features,7kcyCnpHm1BZGB9Wc7MCZH,165120,4,00s
0.576,0.935,10,-4.911,0,0.051,0.00013,0.017,0.0828,0.875,150.227,audio_features,172u95XX2JxIfBZi1v0vKN,201360,4,00s
0.545,0.59,2,-6.693,1,0.0327,0.32,0.000389,0.124,0.127,111.739,audio_features,10ViidwjGLCfVtGPfdcszR,306320,4,00s
0.552,0.15,3,-16.746,1,0.0347,0.974,0.731,0.0698,0.316,87.485,audio_features,11X4Gw3T4hoktVruLgTnm1,160240,4,00s
0.866,0.692,5,-5.785,0,0.0458,0.246,4.85E-06,0.0878,0.737,126.955,audio_features,0SbMdEc3vUpYyG7Od1Outj,196347,4,00s
0.501,0.809,7,-5.264,1,0.0938,0.0338,0.00602,0.119,0.258,149.964,audio_features,456WNXWhDwYOSf5SpTuqxd,252819,4,00s
0.69,0.572,7,-6.131,1,0.0264,0.0457,0,0.0969,0.375,111.919,audio_features,3sTc75CCyIw4FPs6cXkOe7,235667,4,00s
0.515,0.613,0,-8.423,0,0.0305,0.00147,0.202,0.449,0.357,94.925,audio_features,1hEh8Hc9lBAFWUghHBsCel,238920,4,00s
0.878,0.724,10,-5.373,0,0.129,0.168,0.0116,0.133,0.904,121.906,audio_features,5sS4g0adkAUXvLJHQ1i2kj,295400,4,00s
0.748,0.735,8,-8.692,1,0.0903,0.47,1.09E-05,0.0851,0.854,150.04,audio_features,04a7TQAQPkXBosRi7IovlM,203653,4,00s
0.613,0.962,6,-5.07,0,0.278,0.034,0,0.824,0.496,113.015,audio_features,33yAEqzKXexYM3WlOYtTfQ,242267,4,00s
0.732,0.198,5,-11.775,1,0.028,0.883,1.10E-05,0.0659,0.618,88.174,audio_features,6ybViy2qrO9sIi41EgRJgx,186147,4,00s
0.573,0.926,6,-6.045,1,0.0342,0.00202,0.0117,0.127,0.219,117.047,audio_features,7g13jf3zqlP5S68Voo5v9m,278080,4,00s
0.509,0.584,0,-4.907,1,0.057,0.0368,9.96E-05,0.384,0.685,170.411,audio_features,6y20BV5L33R8YXM0YuI38N,278747,4,00s
0.739,0.511,9,-7.844,1,0.0362,0.167,1.34E-06,0.133,0.542,96.038,audio_features,2nGFzvICaeEWjIrBrL2RAx,215360,4,00s
0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,audio_features,20I8RduZC2PWMWTDCZuuAN,237027,4,00s
0.442,0.846,4,-5.214,1,0.0764,0.0538,4.71E-06,0.282,0.622,128.235,audio_features,756CJtQRFSxEx9jV4P9hpA,217653,4,00s
0.334,0.897,4,-4.989,1,0.0435,0.000265,1.22E-05,0.0583,0.298,163.349,audio_features,6GGNvvTFhTjYmM72KWrz1E,228800,4,00s
0.856,0.755,10,-5.691,1,0.0331,0.355,0.000621,0.145,0.842,123.883,audio_features,3tZm76otWH20xzJC7icHCk,270893,4,00s
0.755,0.895,9,-2.619,1,0.0883,0.0507,0.0737,0.222,0.844,118.871,audio_features,4jacsL77ZYnpInmTtUBaJW,181907,4,00s
0.349,0.87,11,-4.746,0,0.183,0.0346,0,0.129,0.417,169.649,audio_features,65hYDDFvFzyS3AIJ3qIKPx,200013,4,00s
0.73,0.736,4,-4.855,1,0.0714,0.241,1.40E-06,0.391,0.859,138.216,audio_features,5AKIqJbeNNVu2j2GGJ2jbs,302720,4,00s
0.636,0.946,10,-4.683,0,0.332,0.115,3.75E-05,0.0416,0.891,125.085,audio_features,6ZyNjT2hYvfV5PuW84dp1E,238747,5,00s
0.631,0.664,6,-9.197,1,0.0242,0.0498,0.00042,0.0696,0.407,100.618,audio_features,6ZLGthToczpvnL5Eoy6yrY,268747,4,00s
0.653,0.429,11,-10.475,1,0.0296,0.0848,0.0038,0.0692,0.625,146.071,audio_features,4jsdqalaKwDTdPGLvps128,274933,4,00s
0.363,0.129,0,-14.304,1,0.0322,0.904,1.52E-06,0.157,0.147,80.367,audio_features,0Cvjlph1WGbwZY1PlMEtJY,198147,3,00s
0.632,0.639,5,-5.938,1,0.0259,0.00143,0,0.221,0.733,95.506,audio_features,79z9QkhHePTFsSeVw9uyj0,196893,4,00s
0.493,0.59,0,-5.814,0,0.0392,0.339,0,0.121,0.502,169.908,audio_features,3K4r00KlXytLJDfuytngmx,226387,4,00s
0.585,0.67,7,-7.272,0,0.0525,0.216,0,0.14,0.397,80.895,audio_features,2UXO3rKTfsfPieGDQHgG6q,220413,4,00s
0.571,0.708,6,-4.74,1,0.0329,0.00407,0,0.125,0.398,109.899,audio_features,0fPf9CDFzVnHpcfld5XVtO,168667,4,00s
0.612,0.735,8,-5.074,0,0.0282,0.00202,0.00118,0.328,0.783,126.326,audio_features,1OutzYv6YiN93lrT3pJsWR,226053,4,00s
0.49,0.725,10,-3.304,1,0.0392,0.123,2.68E-05,0.0983,0.335,123.28,audio_features,30FURVTCpbKyykjSEQzGkH,240440,4,00s
0.391,0.808,8,-6.209,0,0.0892,0.0759,0,0.149,0.737,100.304,audio_features,7BHPGtpuuWWsvE7cCaMuEU,203507,4,00s
0.871,0.346,5,-9.481,1,0.0522,0.298,9.24E-06,0.108,0.659,110.054,audio_features,2iXdwVdzA0KrI2Q0iZNJbX,207680,4,00s
0.467,0.988,11,-3.313,1,0.112,0.000152,0.0484,0.28,0.321,130.435,audio_features,3gNGi2iUGHXGpBQHce6Nua,220427,4,00s
0.518,0.809,9,-5.451,0,0.0382,0.137,0.000239,0.119,0.0957,140.065,audio_features,1myEOhXztRxUVfaAEQiKkU,255907,4,00s
0.526,0.665,4,-4.997,1,0.0243,0.407,0.000271,0.169,0.285,158.493,audio_features,1klDPm7SfsS32hl7KHV9iy,273467,4,00s
0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,audio_features,1jJci4qxiYcOHhQR247rEU,302840,4,00s
0.4,0.805,4,-7.305,1,0.0407,0.0387,5.40E-05,0.109,0.324,158.459,audio_features,497Fkp3gRiGrRMoqBTDudr,193933,4,00s
0.711,0.924,7,-3.398,1,0.0282,0.0156,0,0.114,0.912,108.033,audio_features,1qEHgdFqUxFebMPk8s2HLY,248640,4,00s
0.571,0.438,2,-7.007,1,0.0279,0.534,1.56E-05,0.187,0.444,145.948,audio_features,5hviCr3lgg6LY6noG6DPKs,230549,4,00s
0.72,0.808,6,-5.627,1,0.0379,0.00793,0.0293,0.0634,0.869,126.041,audio_features,106X4facOVhIkDR3cLBCym,307154,4,00s
0.571,0.739,7,-6.11,1,0.247,0.00865,5.21E-06,0.158,0.66,83.089,audio_features,4mmkhcEm1Ljy1U9nwtsxUo,221227,4,00s
0.316,0.569,2,-5.005,1,0.0321,0.337,7.67E-06,0.395,0.154,90.066,audio_features,18fwfypFEcZArzsRZgozs0,249760,4,00s
0.671,0.808,11,-5.691,1,0.0751,0.296,0,0.211,0.867,133.031,audio_features,5YWP23fhLuBR7adVav91Nb,191027,4,00s
0.55,0.874,4,-4.046,1,0.0321,0.000436,1.02E-05,0.206,0.318,121.61,audio_features,3skn2lauGk7Dx6bVIt5DVj,240213,4,00s
0.318,0.76,0,-6.115,0,0.0435,0.016,0,0.102,0.104,122.414,audio_features,27IZXTdeGYjU6m5lTyDpmr,322173,4,00s
0.577,0.756,2,-5.82,1,0.115,0.159,0.000232,0.249,0.663,176.75,audio_features,5imShWWzwqfAJ9gXFpGAQh,201173,4,00s
0.738,0.657,5,-10.414,0,0.0463,0.000315,0.000846,0.137,0.717,123.933,audio_features,0J6lDdvg2ynXCmSH63jpsS,205107,4,00s
0.792,0.697,2,-4.204,1,0.032,0.0946,0.0899,0.131,0.22,120.051,audio_features,4N6R6yqkFUTyF3AYOdR0T7,242787,4,00s
0.734,0.848,1,-5.285,0,0.0309,0.00312,1.16E-05,0.313,0.863,117.31,audio_features,2Za2mUwmQoSxWPscaY2vxl,230013,4,00s
0.904,0.655,6,-5.102,0,0.087,0.111,0.000167,0.0779,0.83,106.005,audio_features,2J2hVpwVV25EK8Bvd3OgCK,217667,4,00s
0.434,0.872,0,-2.974,1,0.0702,0.0473,1.83E-06,0.396,0.732,71.515,audio_features,1L5tZi0izXsi5Kk5OJf4W0,213760,4,00s
0.312,0.941,5,-2.826,0,0.0696,0.00634,3.22E-06,0.076,0.424,186.813,audio_features,2rjOaGr1mcTYePllS8crRf,204200,4,00s
0.595,0.607,2,-6.445,1,0.0373,0.204,0,0.0847,0.337,148.15,audio_features,1atxtvAHagXDZYTuUWAoEC,280960,4,00s
0.566,0.266,0,-14.71,1,0.0302,0.553,0.0103,0.126,0.345,82.079,audio_features,258WCBHPsUHZvyBJcY2LCw,195453,4,00s
0.562,0.903,8,-4.46,0,0.0296,0.000187,0.0939,0.298,0.791,132.009,audio_features,3zvHOVC4jikl6jORSr6OLE,221000,4,00s
0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.911,audio_features,1zusIxNqJu8i4g6P6hJ2Qa,219920,4,00s
0.727,0.729,0,-2.99,1,0.326,0.171,0,0.07,0.512,117.932,audio_features,22UDw8rSfLbUsaAGTXQ4Z8,284733,4,00s
0.536,0.928,11,-6.492,0,0.0589,0.0154,0.00134,0.2,0.389,136.258,audio_features,0gzqZ9d1jIKo9psEIthwXe,248400,4,00s
0.776,0.88,2,-4.67,1,0.121,0.0118,0.0295,0.301,0.725,113.503,audio_features,4gxKAFgVK5Z6J7HVgC9G0s,272387,3,00s
0.558,0.481,8,-9.487,1,0.026,0.315,8.83E-06,0.09,0.631,144.673,audio_features,63nkNgHkmfgjElTEnCzKYU,219093,4,00s
0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,audio_features,0d28khcov6AiegSCpG5TuT,222640,4,00s
0.577,0.604,5,-5.703,1,0.0495,0.000218,0.000579,0.477,0.637,167.719,audio_features,6tsojOQ5wHaIjKqIryLZK6,263440,4,00s
0.614,0.47,5,-6.09,0,0.0255,0.291,0,0.111,0.329,80.045,audio_features,2OuNgtXKeCSORKqdl0MxKk,210507,4,00s
0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59E-06,0.346,0.73,96.184,audio_features,10Nmj3JCNoMeBQ87uw5j8k,282160,4,00s
0.617,0.778,9,-8.871,0,0.027,0.459,0.925,0.128,0.152,100.363,audio_features,0bXpmJyHHYPk6QBFj25bYF,127920,4,00s
0.663,0.694,10,-8.627,0,0.172,0.0249,0,0.0698,0.524,167.964,audio_features,1RKUoGiLEbcXN4GY4spQDx,340920,4,00s
0.844,0.506,11,-11.082,0,0.0453,0.0878,1.65E-05,0.0323,0.515,127.099,audio_features,4FLFm76nwepkcxzqS8PzH4,238093,4,00s
0.654,0.515,0,-12.185,1,0.0261,0.429,5.62E-06,0.174,0.677,106.191,audio_features,4kSKacywUJHdhyst4PL6pl,170493,4,00s
0.622,0.616,10,-5.107,1,0.0349,0.147,3.87E-06,0.218,0.598,89.673,audio_features,2ze7s5CrESggiWA3RpDYIy,243160,4,00s
0.469,0.132,10,-14.001,1,0.0807,0.929,0,0.0873,0.36,67.011,audio_features,58CrldAc1Z5WIBozT1NMJH,281467,3,00s
0.559,0.688,7,-6.496,1,0.114,0.216,0,0.0855,0.578,79.753,audio_features,6bFsQ6yOp3z5mGNkhWP0P1,213173,4,00s
0.631,0.734,5,-7.48,0,0.036,0.348,0,0.135,0.591,124.036,audio_features,3afv9TL8ixr4T9VbiKnrwe,273533,4,00s
0.855,0.587,8,-4.589,1,0.0336,0.0505,0.00714,0.105,0.64,111.97,audio_features,1vxw6aYJls2oq3gW0DujAo,177466,4,00s
0.509,0.537,5,-6.834,1,0.0383,0.344,7.26E-06,0.0805,0.315,170.037,audio_features,6si71supnBUhddjR2FJc2L,240040,4,00s
0.675,0.828,0,-5.799,1,0.0454,0.0242,0.0102,0.364,0.669,122.229,audio_features,2SDx0PooHZI1SQKR0y44bs,187733,4,00s
0.517,0.839,0,-3.521,1,0.0287,0.0014,0.000365,0.108,0.416,94.015,audio_features,0yac0FPhLRH9i9lOng3f81,215880,4,00s
0.719,0.967,0,-2.435,1,0.0552,0.0588,0.000249,0.206,0.964,79.505,audio_features,5WQ1hIc5d2EVbRQ8qsj8Uh,235213,4,00s
